user_date,additions,deletions
Jessica Lord (2014-02-27T05:16:32Z),31,0
Jessica Lord (2014-02-27T05:20:21Z),167,30
Jessica Lord (2014-02-27T06:14:18Z),62,27
Jessica Lord (2014-02-28T06:24:35Z),14,1
Jessica Lord (2014-03-02T05:20:40Z),2,2
Jessica Lord (2014-05-23T15:06:31Z),12,2
Jessica Lord (2014-05-24T13:18:20Z),4,13
Jessica Lord (2014-12-06T00:31:58Z),23,8
Jessica Lord (2014-12-06T00:32:25Z),4,13
