user_date,additions,deletions
Patrick Edelman (2013-02-23T22:53:38Z),168,0
Patrick Edelman (2013-04-07T00:03:23Z),2718,38
Patrick Edelman (2013-04-07T00:34:54Z),8,3
Patrick Edelman (2013-04-07T21:05:16Z),2,2
Patrick Edelman (2013-04-30T22:33:26Z),1,1
Patrick Edelman (2013-07-17T23:51:28Z),2,2
Patrick Edelman (2013-09-01T00:29:18Z),14,2
Patrick Edelman (2013-09-01T00:39:21Z),8,3
