user_date,additions,deletions
Dave Foley (2013-05-04T21:37:16Z),164,0
Dave Foley (2013-05-06T15:56:37Z),44,2
Dave Foley (2013-05-06T15:57:06Z),3,5
Dave Foley (2013-05-06T20:45:46Z),1,1
Dave Foley (2013-05-06T20:45:51Z),2,0
