user_date,additions,deletions
Carter Rabasa (2012-06-12T21:54:23Z),4,0
Carter Rabasa (2012-06-12T21:55:54Z),89,0
Carter Rabasa (2012-06-15T18:03:07Z),97,89
Carter Rabasa (2012-06-16T02:04:12Z),13,14
