user_date,additions,deletions
Carter Rabasa (2014-02-28T17:59:11Z),77,0
Carter Rabasa (2014-02-28T23:35:24Z),85,25
Carter Rabasa (2014-02-28T23:36:12Z),1,0
Carter Rabasa (2014-02-28T23:44:45Z),2,2
Carter Rabasa (2014-03-17T00:30:00Z),165,77
Carter Rabasa (2014-03-17T00:31:49Z),1,1
Nick Farina (2014-12-01T00:06:40Z),59,2
joshtwist (2014-12-28T04:35:12Z),1,1
Carter Rabasa (2015-01-02T18:30:04Z),1,1
Carter Rabasa (2015-01-02T18:31:10Z),59,2
Carter Rabasa (2015-02-19T19:42:03Z),1,1
