user_date,additions,deletions
Carter Rabasa (2014-11-16T20:25:08Z),155,0
Carter Rabasa (2014-11-19T00:06:56Z),33,3
Carter Rabasa (2014-11-19T20:45:41Z),46,48
Carter Rabasa (2014-11-20T03:29:59Z),1,1
Carter Rabasa (2014-12-15T21:30:18Z),2,2
